signal_date,execution_date,ticker,sector,action,weight_before,weight_after,weight_change,estimated_dollars_traded,estimated_execution_cost,factor_score,portfolio_before_trade
2025-09-08,2025-09-09,FANG,Energy,SELL,0.02432744099512423,0.011234516287102082,-0.013092924708022147,1360.6522680925634,1.093280930140186,0.0701590372783379,103922.71386536579
2025-09-08,2025-09-09,FISV,Financials,SELL,0.01555795016040591,0.007184727917171138,-0.008373222243234772,870.1679793148035,0.6977850588983129,-0.3670173417423117,103922.71386536579
2025-09-08,2025-09-09,FLEX,Information Technology,SELL,0.020658652918464977,0.00954025426384139,-0.011118398654623588,1155.454162025515,0.9287402460257216,0.21976526680696015,103922.71386536579
2025-09-08,2025-09-09,GEV,Industrials,BUY,0.0,0.021318284641321877,0.021318284641321877,2215.4539948805154,1.7761683676167799,0.45876891297027894,103922.71386536579
2025-09-08,2025-09-09,GNRC,Industrials,BUY,0.026883405103196308,0.040951230914962576,0.014067825811766268,1461.966636543993,1.176223637335843,0.39229081391502574,103922.71386536579
2025-09-08,2025-09-09,GS,Financials,SELL,0.025677936436050503,0.011858180857074081,-0.013819755578976422,1436.1865047232593,1.1513237854767921,0.182107430425906,103922.71386536579
2025-09-08,2025-09-09,HAS,Consumer Discretionary,BUY,0.02126340069374235,0.04122152617012614,0.019958125476383787,2074.1025631712996,1.6722978494142842,0.24681864761978917,103922.71386536579
2025-09-08,2025-09-09,HPE,Information Technology,SELL,0.012640960509580253,0.00583764962200326,-0.006803310887576993,707.0185307067916,0.5669245301818132,0.22628782599986957,103922.71386536579
2025-09-08,2025-09-09,IBKR,Financials,BUY,0.0,0.022423045623523388,0.022423045623523388,2330.2637543234637,1.8708365884599039,0.34172949126556246,103922.71386536579
2025-09-08,2025-09-09,JBL,Information Technology,BUY,0.013730511374606026,0.032589178656005455,0.018858667281399427,1959.8438837670085,1.575481695414367,0.2715774676105317,103922.71386536579
2025-09-08,2025-09-09,LVS,Consumer Discretionary,BUY,0.015591701919471861,0.03746773974304297,0.021876037823571108,2273.4172192468995,1.829319842178981,0.2924690723000901,103922.71386536579
2025-09-08,2025-09-09,MRVL,Information Technology,SELL,0.014681989293641654,0.00678020544287968,-0.007901783850761974,821.1748221487048,0.6578376354767506,-0.1005122422149327,103922.71386536579
2025-09-08,2025-09-09,NCLH,Consumer Discretionary,BUY,0.014886891050587924,0.025208687499820682,0.010321796449232758,1072.6690989701644,0.8609558721160243,0.3395569696311499,103922.71386536579
2025-09-08,2025-09-09,NTRS,Financials,SELL,0.016920439083349736,0.007813931128428599,-0.009106507954921137,946.3730205119467,0.7610618792735268,0.11503298985884522,103922.71386536579
2025-09-08,2025-09-09,ON,Information Technology,SELL,0.012050849965680042,0.005565134049240539,-0.006485715916439503,674.0131993961911,0.5405765019237302,0.05988149216404546,103922.71386536579
2025-09-08,2025-09-09,PLTR,Information Technology,BUY,0.0,0.020670709204319838,0.020670709204319838,2148.1561980347133,1.7198518015936355,0.38999978815952674,103922.71386536579
2025-09-08,2025-09-09,RCL,Consumer Discretionary,BUY,0.020783501049039803,0.03142236080009601,0.010638859751056204,1105.6191777627705,0.8866944597272773,0.38413227754540286,103922.71386536579
2025-09-08,2025-09-09,RVTY,Health Care,SELL,0.012022284758031642,0.005551942514190275,-0.006470342243841367,672.4155256177152,0.5404603006039683,-0.005375906017556421,103922.71386536579
2025-09-08,2025-09-09,STX,Information Technology,SELL,0.024190193623741838,0.011171134864063528,-0.01301905875967831,1352.975918278433,1.08581563131272,0.11642011426784098,103922.71386536579
2025-09-08,2025-09-09,TECH,Health Care,SELL,0.011849456979962087,0.005472129907185074,-0.006377327072777013,662.7491366100563,0.5326963773197965,-0.1028057370463154,103922.71386536579
2025-09-08,2025-09-09,TMO,Health Care,SELL,0.01341649832224495,0.006195796300455437,-0.007220702021789513,750.3949501174998,0.6013811503581725,0.025945511928765205,103922.71386536579
2025-09-08,2025-09-09,TPR,Consumer Discretionary,BUY,0.0,0.011146169576437324,0.011146169576437324,1158.3401915869415,0.929328777365058,0.42219184149988254,103922.71386536579
2025-09-08,2025-09-09,UNH,Health Care,SELL,0.015998487434697714,0.007388169914383206,-0.008610317520314508,894.8075639535905,0.7163983306513375,-0.23090965351457313,103922.71386536579
2025-09-08,2025-09-09,VRT,Industrials,BUY,0.0,0.02094833468055041,0.02094833468055041,2177.007790962759,1.7469046526004728,0.32252989228056783,103922.71386536579
2025-09-08,2025-09-09,WAT,Health Care,SELL,0.011411281196342311,0.00526977845646419,-0.006141502739878121,638.2416319397139,0.5124433625355771,-0.2893326243943885,103922.71386536579
2025-09-08,2025-09-09,WYNN,Consumer Discretionary,BUY,0.01675913130508872,0.02931446921119999,0.012555337906111269,1304.7847886997822,1.048253300031413,0.3017381012425668,103922.71386536579
2025-09-08,2025-09-09,XYZ,Financials,SELL,0.016266168552836763,0.007511786199469893,-0.00875438235336687,909.7791723769528,0.7296673580984117,0.20284226508694406,103922.71386536579
2025-10-06,2025-10-07,ABNB,Consumer Discretionary,SELL,0.00916941112113677,0.008653484267573619,-0.0005159268535631506,55.996505964402,0.04482278969811371,0.24323632931642422,108535.74606104099
2025-10-06,2025-10-07,AMCR,Materials,BUY,0.0,0.026380993627735428,0.026380993627735428,2863.280825217833,2.307924505980325,0.44834209741009645,108535.74606104099
2025-10-06,2025-10-07,AMD,Information Technology,SELL,0.026757917446109225,0.015840348228455585,-0.01091756921765364,1184.9465202110935,0.9485948670416675,-0.5082916983252426,108535.74606104099
2025-10-06,2025-10-07,ANET,Information Technology,SELL,0.0325755976328514,0.019284341215779134,-0.013291256417072267,1442.576431315537,1.156263108262217,-0.32577923577082374,108535.74606104099
2025-10-06,2025-10-07,APO,Financials,BUY,0.0,0.015279424201529262,0.015279424201529262,1658.363705096104,1.3313536749421555,0.46973908733422226,108535.74606104099
2025-10-06,2025-10-07,CCL,Consumer Discretionary,SELL,0.00588017825439171,0.005549323652596663,-0.00033085460179504717,35.909551043554075,0.028739256625468067,0.13878864030349441,108535.74606104099
2025-10-06,2025-10-07,CHTR,Communication Services,SELL,0.005370830522353062,0.0050686349226780605,-0.0003021955996750014,32.799024867089955,0.026251208697840072,0.21639828190313107,108535.74606104099
2025-10-06,2025-10-07,CNC,Health Care,SELL,0.006907954791673123,0.006519271229213055,-0.000388683562460068,42.186060433266704,0.03376786292601608,-0.14886933903493532,108535.74606104099
2025-10-06,2025-10-07,COHR,Information Technology,SELL,0.010955898353978881,0.006485753064755921,-0.004470145289222961,485.1705539670619,0.38896938656403535,-0.4294273106109009,108535.74606104099
2025-10-06,2025-10-07,COO,Health Care,SELL,0.00822786314586732,0.007764913509482245,-0.00046294963638507554,50.24658417374182,0.0402366827850758,0.15105991422724452,108535.74606104099
2025-10-06,2025-10-07,CPAY,Financials,BUY,0.0,0.021926571585712512,0.021926571585712512,2379.8168056161303,1.9187146345379205,0.48949755511689974,108535.74606104099
2025-10-06,2025-10-07,CRH,Materials,SELL,0.036013782907436134,0.021319703352352636,-0.014694079555083499,1594.8328871912768,1.2802226536821932,-0.34671768767938027,108535.74606104099
2025-10-06,2025-10-07,CTVA,Materials,BUY,0.0,0.010944474884085566,0.010944474884085566,1187.866746790552,0.9534010095733702,0.492408899410337,108535.74606104099
2025-10-06,2025-10-07,DDOG,Information Technology,SELL,0.009214087042885271,0.008695646450169929,-0.0005184405927153423,56.26933651868797,0.04504055303273746,-0.4184704303154498,108535.74606104099
2025-10-06,2025-10-07,DECK,Consumer Discretionary,SELL,0.006129854858657397,0.005784951932150396,-0.0003449029265070007,37.43429644707371,0.0299674268953454,0.3763169305116747,108535.74606104099
2025-10-06,2025-10-07,DELL,Information Technology,SELL,0.03330019799042197,0.019713295450109886,-0.013586902540312085,1474.6646038714252,1.1824925686816672,-0.4192217040604255,108535.74606104099
2025-10-06,2025-10-07,DLTR,Consumer Staples,SELL,0.02016991303538166,0.011940333056994622,-0.008229579978387039,893.2036027232429,0.7164336032449296,0.3766315880562168,108535.74606104099
2025-10-06,2025-10-07,DOW,Materials,BUY,0.005210762298320858,0.016798817347603072,0.011588055049282214,1257.7182001702581,1.0099439492280904,0.40465042308987575,108535.74606104099
2025-10-06,2025-10-07,DVA,Health Care,SELL,0.005731505126131203,0.005409015779013855,-0.00032248934711734834,35.00162188611942,0.0280313667092999,0.334518386144072,108535.74606104099
2025-10-06,2025-10-07,DXCM,Health Care,BUY,0.005309030128372237,0.014089914443957484,0.008780884315585248,953.0398302677382,0.7644718238823871,0.4575161394568477,108535.74606104099
2025-10-06,2025-10-07,EA,Communication Services,SELL,0.03715036393473645,0.021992544925264756,-0.01515781900947169,1645.1651948512392,1.319359733854565,-0.28646268852341517,108535.74606104099
2025-10-06,2025-10-07,EL,Consumer Staples,SELL,0.02341531270774552,0.013861568558759512,-0.009553744148986007,1036.9227488865015,0.8327563574647606,0.11083022179313015,108535.74606104099
2025-10-06,2025-10-07,EQIX,Real Estate,SELL,0.011215148388474186,0.006639225801672593,-0.004575922586801593,496.6511718760795,0.39815686133769734,0.11287348730702272,108535.74606104099
2025-10-06,2025-10-07,FANG,Energy,SELL,0.011505083269239557,0.006810863578945391,-0.004694219690294166,509.49063626050605,0.4085790648011945,-0.14007158626207722,108535.74606104099
2025-10-06,2025-10-07,FDS,Financials,BUY,0.0,0.010626621597851993,0.010626621597851993,1153.3683032312376,0.9262951906788697,0.500520117373142,108535.74606104099
2025-10-06,2025-10-07,FISV,Financials,BUY,0.006367686097905083,0.0256094996170801,0.019241813519175015,2088.424585871085,1.6764180545525762,0.4294049931914773,108535.74606104099
2025-10-06,2025-10-07,FLEX,Information Technology,SELL,0.009473739457164959,0.008940689239976502,-0.0005330502171884566,57.855003010549076,0.04632951878584451,-0.2177025774369063,108535.74606104099
2025-10-06,2025-10-07,GDDY,Information Technology,BUY,0.0,0.016311016959524464,0.016311016959524464,1770.3283947162802,1.4236499024803455,0.45074845424262505,108535.74606104099
2025-10-06,2025-10-07,GEV,Industrials,SELL,0.02029487070898987,0.012014306417132166,-0.008280564291857704,898.7372232231914,0.7200118813276231,0.024193811265327686,108535.74606104099
2025-10-06,2025-10-07,GNRC,Industrials,SELL,0.035027231349160866,0.020735677324920595,-0.014291554024240271,1551.1444783925906,1.2478080983644404,0.16574535180696093,108535.74606104099
2025-10-06,2025-10-07,GS,Financials,SELL,0.012236055121965055,0.007243589657710347,-0.004992465464254708,541.8609638468662,0.43400166761993114,-0.21342956934835963,108535.74606104099
2025-10-06,2025-10-07,HAS,Consumer Discretionary,SELL,0.0372676568620788,0.02206198085268997,-0.015205676009388831,1650.3593900414894,1.3291803987759276,0.06569806468795561,108535.74606104099
2025-10-06,2025-10-07,HPE,Information Technology,SELL,0.0061055806292035645,0.005762043518522612,-0.0003435371106809528,37.28605660741162,0.02984338009378681,-0.28138313134792187,108535.74606104099
2025-10-06,2025-10-07,IBKR,Financials,SELL,0.024728334713747444,0.014638860956367985,-0.01008947375737946,1095.0685616204742,0.879128931185113,-0.3174089602370258,108535.74606104099
2025-10-06,2025-10-07,IFF,Materials,BUY,0.0,0.020406919369950063,0.020406919369950063,2214.8802186250387,1.7848889968409123,0.4586686063362709,108535.74606104099
2025-10-06,2025-10-07,IQV,Health Care,SELL,0.009130119227426133,0.008616403174842985,-0.000513716052583147,55.756555030644826,0.04464449825004661,-0.3783860599335245,108535.74606104099
2025-10-06,2025-10-07,JBL,Information Technology,SELL,0.030593200875933594,0.01811078744352526,-0.012482413432408333,1354.7880545287978,1.0876844142712774,0.24495105491486294,108535.74606104099
2025-10-06,2025-10-07,KKR,Financials,BUY,0.0,0.013170787688631969,0.013170787688631969,1429.5012679972444,1.1469252353993178,0.43308818301239344,108535.74606104099
2025-10-06,2025-10-07,KVUE,Consumer Staples,BUY,0.0,0.012518423114160905,0.012518423114160905,1358.696392203234,1.0899382079733344,0.6513947674805943,108535.74606104099
2025-10-06,2025-10-07,LULU,Consumer Discretionary,BUY,0.0,0.015011264606098177,0.015011264606098177,1629.2588033425643,1.306666638590232,0.464641548474367,108535.74606104099
2025-10-06,2025-10-07,LVS,Consumer Discretionary,SELL,0.034876764093899594,0.02064660261553341,-0.014230161478366185,1544.48119262356,1.2409808446220196,0.09113665918525972,108535.74606104099
2025-10-06,2025-10-07,LYB,Materials,BUY,0.0,0.01620568261896767,0.01620568261896767,1758.895853478101,1.4141583426798678,0.5403917619168239,108535.74606104099
2025-10-06,2025-10-07,MGM,Consumer Discretionary,BUY,0.0,0.014527662889930541,0.014527662889930541,1576.7707302819101,1.2686027548649117,0.4309330251642873,108535.74606104099
2025-10-06,2025-10-07,MRVL,Information Technology,SELL,0.008765831521376971,0.008272612511350945,-0.0004932190100260265,53.53189322466284,0.042839273989337,-0.347914461109062,108535.74606104099
2025-10-06,2025-10-07,NCLH,Consumer Discretionary,SELL,0.02373334311152671,0.014049838529816729,-0.00968350458170998,1051.0063942614013,0.8434390974203869,0.16673792098246024,108535.74606104099
2025-10-06,2025-10-07,NKE,Consumer Discretionary,SELL,0.009147233838991959,0.008632554814242065,-0.0005146790247498936,55.86107193319869,0.04470649876761815,0.14213312892827915,108535.74606104099
2025-10-06,2025-10-07,NTRS,Financials,SELL,0.007826995948166937,0.0073866015390777005,-0.00044039440908923665,47.79853575161159,0.038278465552454156,-0.05693015107550976,108535.74606104099
2025-10-06,2025-10-07,NWS,Communication Services,BUY,0.0,0.014602560104333612,0.014602560104333612,1584.899755325041,1.2788254839567395,0.4455207045186126,108535.74606104099
2025-10-06,2025-10-07,ON,Information Technology,SELL,0.005504842247582322,0.005195106332959644,-0.00030973591462267816,33.61741857547127,0.026908865623577215,0.04109938537797476,108535.74606104099
2025-10-06,2025-10-07,ORCL,Information Technology,SELL,0.01047079704396072,0.006198579233225731,-0.004272217810734988,463.68834742338913,0.3710897969275308,-0.09772004860159286,108535.74606104099
2025-10-06,2025-10-07,PAYX,Industrials,BUY,0.0,0.026380993627735428,0.026380993627735428,2863.280825217833,2.3016859729816215,0.4437772769564449,108535.74606104099
2025-10-06,2025-10-07,PLTR,Information Technology,SELL,0.02268365055044486,0.013428433828429042,-0.009255216722015817,1004.5218518806089,0.8040934602514384,-0.22314371577065686,108535.74606104099
2025-10-06,2025-10-07,PM,Consumer Staples,BUY,0.0,0.02207211664150855,0.02207211664150855,2395.613646832449,1.9221730225333649,0.4296846879602602,108535.74606104099
